Comment,Class,Videl_desc
مع خالص الإحترام و التقدير للدكتور النفيسي<br /> المذهب الإباضي مستقل لم يتفرع عن الشيعه <br /><br />بل هناك تضاد في الفكر العقدي بين الشيعه و الإباضيه <br /><br />لكن ما تراه من تقارب بين عمان و إيران هو عمل سياسي محض و ليس ديني <br /><br />عماني مر من هنا,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
لافرق بين عمان ودويلة قطر,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
دكتور متمكن فعلت بس ينقصك التعرف على نشاءة المذهب الاباضي  ولا تقف ما ليس لك به علم اقرا ما هو المذهب الاباضي قبل تشبيهه بالشيعة أنت مثقف او تعال ضيف عندنا اسبوع فقط تحياتي الجميع عماني  وافتخر,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
من زمان اقول عمان ضد دول الخليج والمفروض يكنسونها من مجلس التعاون,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
المذهب الاباضي موجود قبل المذاهب الأربعة <br />للاسف يالنفيسي رغم حنكتك وثقافتك وذكائك لم تحسبها صح.<br />تثقف دينيا بما يخص المذاهب وارجع للتاريخ الاسلامي وراح تعرف من هم الاباضية,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
صحيح النفيسيما شاف قي مذهب الاباضي كلش حتى المقدم البرنامج صحح له لكن رفض يعترف الغلط الاباضيه قريب من السنه ويتزوجون من السنه و عمان كل قليل فيه الشيعة هذا مسوي روحه كل محلل لا هو من شارك في حرب الظفار و كان ضيف عند العمانين و نلسي ان بحر مضيق هرمز مشترك بين الايرانين وعمانكلش ما يعرف شيء في امور ضعيف كلش,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
ليش عمان أصلا ايران التفت عن طريق العراق,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
النفط الايراني يباع عن طريق عمان,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
مافي مذهب رسمي واحد،انامواطن عماني من المذهب السني الحكومه العمانيه هى خليط من المذاهب الثلاثه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
نشكر عمان فرع ايران على دعمها الكامل الى الحليفه ايران ونشكر عمان على سماحها باستخدام اراضيها معبر للفرس لتهريب السلاح الى اذنابهم الحوثيين داخل اليمن ونشكر عمان فرع ايران على التزامها الصمت والحياد على قضايا العرب !,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
للاسف انصدمت بجهل الدكتور في موضوع الأباضية عندما قال انهم جزء من الشيعة . بالعكس تماما هم اقرب للسنة .. وتحليله صدمني كذلك فهو بعيد جدا عن الحقيقة .. والله إني انصدمت كثيرا,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
مما لا شك فيه ان الدور العماني يعمل تحت أجندتين الأولى أمريكية بحتة و الثانية محلية تقضي بضرررة البقاء خارج اي صراعات إقليمية و على بعد متوازي من الخلافات السياسية او المذهبية المحيطة و لكن أظن ان الدكتور النفيسي جانبه الصواب حين رج بالاباضية إلى الشيعة و لربما الدكتور بحاجة إلى ان يبحث أعمق فالاباضية يعيشون بين قوة سنية تملكتها العقلية الوهابية القذرة التي لا تستطيع ان تجد القوائم المشتركة بين المسلمين حتى أولئك الذين يوجد بيننا و بينهم الكثير  جداً من المشتركات التي تجمعنا و لكن الفكر الوهابي هو فكر تمزيقي تفريقي ينفث سموم الخلافات بين المسلمين أينما حل و أبشركم انه في طريقه إلى الزوال لان مهمته في تثبيت ال زفت قد انتهت و استكملت ... و من جهة أخرى فعمان تعيش بجوار إيران الصفوية القوية حالياً و ليس من مصلحتها استعداء ايران و لا الوقوف ضدها و خصوصاً ان العمانيين كشعب يميلون إلى المسالمة و التواؤم اكثر من الصراع و المواجهة و هي سمة العقلاء و الحكماء و خيار الناس على مر التاريخ والله اعلم.,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
هذه تحسب نقطة لصالح عمان وليس عليها هى دولة بمساحة صغيرة لكنها بقيادتها كبيرة,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان  مصلحلي فيها انا راعي الوقار والحكمه وهو ابو زق ابو ريحه العماني يساعد الايرانيين اللي دمرو سوريا ولبنان وضربو السعودية اباضيه مخنثيه خمينية  <br /><br />ياعماني عندي سؤال انتم كشعب تطقعون مثل البشر ولاتخافون تزعجون الكوره الارضيه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
نحن في الإمارات من خبرتنا وجيرتنا لعمان انها دولة سلم وسلام وحكمة ولا طائفية.. والعمانيين مسالمين وطيبين وخليجيين حتى النخاع.. والمذه الاباضي قريب جدا للمذهب السني ومختلف جدا من المذهب الاثني عشري الشيعي.. سرد الدكتور النفيسي جميل ومقنع لكنه غير صحيح..,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان الخنجر في خاصرة الامة,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
نحن الاحوازیین نعرف عمان گاعده تخون بل عرب و حت قطر.  حاکم عمان فی ایران,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الخونه العرب لولاهم ولولا مساعدتهم لاايران كانت انتهت من زمان,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
رجل ذو رأي ثاقب ودايم مايصيب فى تحليلاتة السياسية محنك,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
تشتهر عمان بخبرتها التاريخيه في السياسه وهي تتعامل مع الدول بعقلاانيه على حسب المستجدات,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
لأيوجد شيء  اسمه  وهابي ،  كفاكم ضحك على البسطاء ، هاذي العباره تستخدم ، لتفريق الإسلام ، وتنميطه في أنماط مختلفه ، يعني مثلها مثل عبارات الإسلام المعتدل ، والمتشدد ، والإسلام الشمولي ، وغيرها من العبارات اللي يقولونها الغرب ، لذالك الغرب يعطي تصنيفات مبنيه على مشروع سياسي والله اعلم <br /><br />وحقيقة الشيخ محمد بن عبدالوهاب انه جاء في وقت انتشر فيه الجهل بالدين وانتشرت فيه العادات الشركيه من عبادة الأضرحة والقبور  فالجزيرة العربيه ، فكانت دعوته عبر تعليم الناس أمور دينهم من الكتاب والسنة يعني اللي تقولون عليه وهابيه ، هو &quot;الإسلام ” فأبن عبدالوهاب لم يئتي بشيء جديد <br /><br />شاء من شاء وابى من ابى,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
كلام الدكتور صحيح من حيث ان الاباضية خوارج ويقال انهم اقل تطرفا من غيرهم غير انهم في الاصل يخرجون من مشكاة واحدة وهي التشيع لعلي ثم خرجوا على علي رضي اللّٰه لذلك تجدهم في فكرهم يلتقون مع الشيعه ولكنهم يقولون بالخروج عن الحاكم الذي يكفرونه او يعتبرونه ظالما. وهم ايضا اكثر شجاعة في مواجهة الحكام على عكس الشيعة الذين ينتظرون خروج المهدي. اما في علاقتهم بالسنة فانهم يلتقون مع الشيعة في عدائهم. فكما يمنع السنة في ايران من بناء مساجدهم كذالك يمنعون في عمان على حسب علمي,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
ما اعرف من سماه هالانسان مفكر و باحث سياسي من خلال كلامه بالقناه يتضح انه لم يقراء اكبر من مجله ماجد اما التاريخ و السياسه ما يعرف عنها اي خبر<br /><br /><br /><br />نسأل الله السلامه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
اهل السنه في عمان  يمثلون  ٧٧ بالميه <br />والاباضيه ٢٢ بالميه <br />ومع ذالك  اهل السنه في عمان <br />يجدون مضايقات في صلاواتهم وصيامهم واعيادهم <br />من الاباضيه الذين لهم دور كبير في الجهات الحكوميه <br />العُمانيه .. وعلى سبيل المثال  عيد الاضحى لهذا العام <br />١٤٤٠  تم اغلاق المساجد امامهم وتم اعتقال الكثير <br />من اامة اهل السنه بأوامر من شيوخ الاباضيه  <br />لانهم فقط يريدون اداء صلاة العيد مع المسلمين  <br />والاباضيه  كان يوم العيد  عندهم يوم الوقوف بعرفه <br />وليس يوم العيد  .. ولايعترفون بتقويم ام القرى <br />وكل هذا الحقد على اهل السنه <br />في عُمان من مشايخ الاباضيه التي هي من مدارس <br />الشيعه الروافض.. فدور الافتاء <br />والاوقاف والشؤن الاسلاميه<br />لايوجد فيها شيخ سني واحد <br />حتى المدارس والجامعات ليس فيها <br />من كتب اهل السنه وجميعها تدرس المذهب الإباضي <br />ولا يستطيع أحد من اهل السنه الابتعاث لاي جامعه خارج عُمان ليدرس دراسات إسلاميه بالجامعات <br />السعوديه او الخليجيه او العربيه .. ممنوع منعاً باتاً <br />وضع خطير <br />ومستقبل مضلم<br />وربما يسبب إنفجار غير مسبوق بالسلطنه <br />إذا لم يتدارك  ال سعيد  الوضع المصيطر <br />من الاباضيه على مفاصل الحكم<br />ودور الافتاء وإقصاء الاخر <br />وإلا   الوضع سينفجر في أي لحظه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
يا كاذب لما تضحك على عقولنا . الا تستحي وتقول ان الاباضية مدرسة شيعية مثلها مثل الزيدية . يبدو انه لك عقدة مذهبية . وتريد ان تجعل من نفسك محلل ومنظر استراتيجي كبير,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
سني شيعي إباضي، الكل ف الآخر راضي.. كانت عمان امبراطورية ومازالت أمبراطورية الاخلاق 🇴🇲,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان دوله خاينه لمجلس التعاون الخليجي ومع الايام راح تظهر حقايقهم تهريب السلاح لليمن يتم عن طريقهم ودعمه للحوثي حسبي الله عليهم والله ينتقم منهم ويفضحهم ويقعون سوء نياتهم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
سمحلي انت دكتور فاشل احنا مانتبع ايران والباضيه غير عن شيعه بس في نقطه عندنا بعمان بقوله لك احنا مابينه وبين سنا وشيعه والباضيه فرق احنا ربنا واحد ونحترم بعض ونتزوج من بعض مانسال انت سني ولا شيعي لا والله بعمري ماسمعته كلنا مسلمين ربنا واحد ودينا واحد فلا تدخلون فينه الله يخليكم شيعي سني اباضي حب بينا وترابط عادي تلقه اب شيعي وحرمته سنيه عادي اباضي وحرمته سنيه عادي تعودنا من صغرنا الاسلام واحد حب الله ورسوله واكتبه وانبياه عاد معرف اكتب مش حالك انا جاهل لي حدي ثالث ثنوي رديت عليك فما بالك بشيوخنا وسلام,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
اقول ياصاحب الموقع على زق انت ومن معك ومن ياحكمك ماعندك ماعند ام محمد بن زايد وبن زايد من ياجلب المرتزقه والمخدرات ولاسلحه ويمون شبكات المزروعه في اليمن لكي تفكك حكم السعود وتقسم المملكه بن زايد من يقوم بهاذهي مثل ماهو يقوم في ليبيا والصومال ومصر والسودان وغيرها كثير بالمساعده الموساد الإسرائيلي في الإمارات وفي بوظبي باتحديد وكبر عميل صهيون لاسرايل وسيسي من تامر مع بني صهيون والكفار الملعونين في ضرب سينا والشام باسم طايرات غير معروفه وجهتها وهي تخرج من اكبر قاعده اسرائليه اماراتيه ويوجد فيها طايرات حربيه اماراتيه اسرائليه ومن يقوم بهاذهي المهمات من الاراضي( الإثيوبية )وكبر دليل جلب إسرائيل لليهود الاثيوبين إلى اسرائيل وماهو يحصل في اسرائيل )(والمثل يقول آلله ماشفناه بس بالعقل عرفناه ولله العزه والجلاله والقوه على الكون ومن فيه ولااله الاالله محمد رسول الله ولاحول ولاقوه الابالله رب العرش العظيم وحسبي الله ونعم الوكيل عليهم ومن حالفهم من كل شيطان رجيم وخبيث ),3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
من باب الأمانة العلمية و ليس الكلام الطائفي/المذهبي الذي بُلينا فيه في العقود الأخيرة:- الدكتور إما لا يعرف عن المذهب الإباضي او أن معلوماته لم تسعفه و حصل له خلط  غير متوقع من شخصه الكريم. على العموم الإباضية لم تكن يوما ما من الشيعة بالشكل العام او الخاص.,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
أباضيه قريب من شيعه تمام عمي ونحن وسنه نصلي في مسجد واحد وسني يرفع أيده ونحن أيدنا مستقيمه هذا هو الفرق,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
أفضل سياسه في المنطقه سياسة عمان أرى أن عمان هي سويسريا المنطقه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان دوله محترمه والمذهب الرسمي هوه الاباظيه وهوه فرقه من فرق الشيعه وهم موالون لال البيت عليهم السلام ولايوجد بينه ثناياهم ناصبي عاشت دولة الاباظيين وعاش الصلطان قابوس هذا اارجل المحترم الذي يرتدي السواد بايام محرم الحرام,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
هذا الرجل يتحدث فيما لايعرف انا من عمان محافظة ظفار والاباضيه بالطيب اقرب لسنه <br />ولاكن نحنا في عمان كلنا واحد اباضي وسني وشيعي ماعندنا طائفيتكم النتنه الا امم بالاخلاق والانسانيه وليست بالطوائف والاجناس ياحامير  وفي النهايه كلنا الي ربنا منقلبون والفائز يوم اذن من اتا الله بقلبآ سليم <br />وعاشة عمان حره ابيه عصيه على الخونه والعملاء وكلنا مع القائد المفدى قابوس ابن سعيد,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
كسنجر على بالي عمان سمنت رجال وعطت دجاج مريش كيماوي ولا أسألهم طبيعي سمنت وربت وجابت واقع,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
حشمه له بن سعيد نظيف وحش سليل اسره مننا مورث مخلف عليه وعاصر من هم قمه زايد وغيره في النهاية النتيجه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
كلام صحيح عمان تحيد عن الطريق السوي وتتبنى الشيعة ومشاريعهم بل تدعمهم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
لزم دول الخليج تتحد في وجه اي احد يطمع فيها وايران هي الخطر,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
ايران تعلنها صراحه الخليج الفارسي وانتم تسوون علاقة مع ايران وإيران تقول انا احتلا اربع عواصم عربية لبنان وسوريا والعراق واليمن,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
دعوووو العمانيين وشأنهم .نسمع عنهم كل خير، تحية لشعب عمان من الجزائر,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
شو دخل المذهب بسالفه 🤦‍♂️يلعن الخسوفيه 😂😂😂,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
يقول علاقة قديمة مت عمان يعني اقدم من دولكم الخليجية المصنوعة حديثا يعني واحدكم طلع في دولته من 50 أو 40 سنة وتريدوا تأكلوا الخليج بجزره ونفطه وغازه وهذا عربي وهذه للعرب أي ولك إنتوا مرجعكم للصحراء آجلا أم عاجلا,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الظاهر ان الدكتور رغم موسوعيته السياسية  غير مطلع على الاباضية <br />انا جزائري واعيش بينهم هم من الخوارج الاباضية يتبرأون من علي والحسنين ومعاوية وعثمان معتزلة في الاعتقاد يقولون بخلق القران يخلدون العاصي في النار مثل الخوارج  هم ابعد مذهبا من الشيعة والزيدية. بل ان السنة وسط بينهم وبين الروافض وهما طرفي نقيض,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
وماذا تقول عن التقارب العماني الاسرائيلي.. وزيارة نتنياهو إلى مسقط.. وعلى أساس إيران وأسرائيل أعداء وخصوم..,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
السلام عليكم ورحمه الله وبركاته على كل مسلم وبعد كلامه صحيح لكن إذا ودك تغيب شمسك تكلم بالامورهذي وإذا نصحت دق خشمك وإذا أحسنت الى الدوله نسب لغيرك ولاأعم والله اعلم وأجل  .( اعبدالله واحسن الى نفسك وأفعل الخيروأنطق بالمعروف والنهي عن المنكر ),3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
يقول الدكتور : إيران تهرب السلاح عبر معبر خصب العماني إلى الجزيرة العربية . هل عنده دليل .؟ وتهربه لمن و اين وما نوع السلاح .؟ ..  خطييير . خصوصا في هذه الاوقات والحرب على الحدود السعودية  مع إيران في اليمن .,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
النفسي ينظر للغرب والعرب ينفذون <br />والرجل وراه سر يجب الحذر منه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الاباضيه يحبو ايران وشيعه خاصه الحين وكثر حبهم اكثر بعد حرب اليمن,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
النفيسي اخونجي احمق متطرف طائفي لا قيمة موضوعية لأفكاره. كرهت هذا الاحمق حين بدأ تكفير الاخر و اصبح يؤيد الدواعش.,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عندما قامت الثوره الشيوعيه في مسقط في الخمسينات من القرن الماضي وستمرت حتى بداية الستينات لم يتم القضاء عليها الا بعد ان ارسل شاه أيران الجيش الايراني لمساعده سلطنة عمان وتم القضاء على هذا التمرد / بلمناسبه كانت الصين الشعبيه أيام حكم ماوسي تونك هي اللتي تجهز المتمردين بلعتاد والمؤن,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
انا سوف اخبركم عن لغز سلطنة عمان ...<br /><br />قائد حكيم يحب شعبه وارضه<br />شعب وفي يحب قائده وارضه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الاباضية غير متفرع من الشيعة ولا يمكن أن يلتقيان .. <br />لابد أن يراجع النفيسي معلوماته جيدا.,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
دوله هادئه جدا ولا تحب المشاكل نهائي <br />حيا الله قابوس المعظم السلطان قابوس ادامه الله,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
فعلا عمان دولة محايدة خذلت الحق وسكتت عن الباطل لابد من وضوح موقفها معنا,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
معقوله ...باحث ودكتور ...الاباضيه جزء من التشيع ؟,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
المذهب الاباضي ليس فرع من فروع الشيعه  للعلم ارجو منك انك تدرس المذهب الاباضي   ومن ثم تكلم عن عمان والمذهب الاباضي المعتدل  ...,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
كل كلامه غلط ضحكني قال الاباضيه مذهب من مذاهب الشيعة كلامه مجرد توقع 😂😂,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الاباضية غير عن الشيعه لم توفق يادكتور وماعندهم تقية,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الحوثي المدعوم من ايران يتم تمويله و دعمه اللوجستي و معالجة إصابات القيادة الحوثيه و الافراد داخل عمان .. الطائره الايرانيه المدنيه التي دخلت بداية الازمه الى اليمن محمله بكل انواع الذخيره بحجة نقل معونات إنسانية أقدمت من الا جواء العمانيه التي رفضت ان تكون عضوء في قوات التحالف لدعم الشرعيه في اليمن ..,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
قابوس خريج جامعة سانت هيرست العسكريه البريطانيه و الغريب في الأمر فور عودته الى عمان قام بعمل انقلاب على والده و تولى مقاليد الحكم في البلاد و نظر لتكتم العماني و الحياديه حتى في مواضيع تصب في صالح العرب انفسهم من الجانب العماني نرى ملامح النظام البوليسي !!! حتى عندما حدث قبل فتره ليست ببعيده تصويت في جامعة الدول العربيه في قرار يخدم المصلحه العربيه كانت عمان احد الأصوات المضاده وهنا نفهم سبب رغبة<br />الدكتور في وضعهم تحت المجهر,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
مع احترامي لك يادكتور سلطنه عمان مستعمره بريطانيه وفيها قاعده بريطانيه وهي خاضعه لدول الكوملوث البريطاني واتفاقيه بين بريطانيه وامريكا هاذا السبب الحقيقي,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
ايذت عمان فتقي .اذا مو على مستند  الامير بن سلمان  <br />سيحرك,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
ياشعب عمان استمرو  على نهجكم كلا للطائفية انضرو كيف تدمر العراق بسبب الطائفية سني وشيعي كلنا مسلمين والحساب رب العالمين هو اعرف بعباده ياشعب عمان انتم من خيرة شعوب العربيه لأن إياكم وان تجعلون أحد بينكم يفرق ولا تندمون لأن الشعب العراقي صحه على حاله وقام سني وشيعي يحبون بعضهم ولله الذي يحاسب من أجل بناء بلد قوي يريد شعب قوي بإذن الله العراق سوف يمسح السياسين سنه وشيعه ويبقى أبناء الشعب لإحرار هم من يبنون بلد ناجح  # كلا للطائفية استغفر الله ربي  العضيم  لاحول ولاقوة  إلا  بالله  العلي  العظيم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
حاكم عمان عميل لإيران,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
(اختلاف جذري ) بين  المذهب الاباضي والمذهب  الشيعي  ),3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
نحن شعب الكويت نحب ونعشق اهلنا في عُمان ولن ننسى وقفاتهم الكثيره معنا خصوصاً في فترة الغزو <br />وهذا الكلام لايمثلنا ويكفي انه من قناة إخونجية و نحن نكره الإخوان المجرمين لمواقفهم المخزية الكثيرة معنا,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
كنت وللاسف اثق بهذا الدختر..  بس لما يقول عمان اقرب الشيعه اقول له (كذاب)  عمان اقرب للسنه ويتعايش اهلها مع الجميع سنه شيعه ماتفرق..,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
ععمان وسخه ومذهب الاباضي الوسخ باعت الخليج وراحت للعجم وانا اقصد الحكومه واللي يشجع الحكومه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان تاريخ وحضارة وعمان بلاد الامن والامان وقائدها حكيم العرب السلطان قابوس دائما يسعى الى السلام والى اصلاح ما يرتكبه بعض الحمقى العرب اللذين لا ينظرون الا الى اقدامهم فقط وهذا الدكتور انصحه بالتفقه والقراءه وخاصة بالمذاهب وكلمة دكتور كبيرة عليه ومن نظرات العيون تستطيع ان تعرف الشخص الخبيث من الجيد ..حفظ الله عمان وجميع الدول العربية والاسلامية ودمتم بود,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
"يا دكتور النفيسي قبل أن تبدي رأيك في المذهب الاباضي وتقول انهم من الخوارج وانهم مذهب من الشيعة وانك مخطء 100% فهم يقولون انهم أقرب إلى أهل السنة. <br />اسمع للشيخ الدكتور كهلان الخروسي<br />مساعد مفتي سلطنة عمان<br /><a href=""https://youtu.be/Yl4Gzh8Njtg"">https://youtu.be/Yl4Gzh8Njtg</a>",3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
اتركو عمان تسوي الي تبيه بكيفها والله ماشفنا منهم شر كلهم ونعم فيهم ونا والكويت كلهم نحب عمان ونعشق عمان,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان الثورة قامت على الحكم لكن الملك عبدالله ز دول الخليج تبرعو وياليتهم ما تبرعو,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
اللهم اصلح حال الامه العربية ..<br />عمان لم نتوقع منها استقبال رئيس اسرائيل ودعمها لإيران ..,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
"All the people in the Gulf counties are the same just a different way, they claimed that they àre Arabs and Muslims but the reality none of that it&#39;s all about their own interests , in these countries the Arabs been treated and looked as second grade of people and worse treatment for aAsian Muslims like the Pakistanis, Indonesians,  Malaysians.",3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان ليست لغزا ،<br />الذي يحرك عُمان هو الدِّين الإباضي.,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
دكتور ، اسمح لنا ،،انت يبدو  انك امام متاهات ومجاهل ،،نرجوا من جنابك الكريم أعادة دراسة تحليلات وقراء ةالتاريخ  والواقع الحقيقي ،الافتراض والتخمين لا يليق  بقامتك ومكانتك,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
شوف المقطع من عام 2013 وكانه يكشف دور عمان النجس في المنطفه ولكن مثل مايقال عقرب تبن<br />عامله نفسه ماله دخل<br />حتى شوف بالمقطع شرح على الخريطة وكانه شرح اليوم الي دار بين قابوس واسرائيل,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الإباضي أقرب للسني...,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
الاباضه قريب من السنه ي هطف,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
السلطه في عمان لها توجه معين حتى اعداء اخوتها اما المذهب ولاغيره مايهم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
مع احترامي للدكتور<br />الإباضية قريبه جدا للسنيه يمكن الفرق فقط هي حركة اليد التكتيف وبعض الأشياء البسيطه جداااااااا,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
من المحال أن تكون الاباضية فرقة شيعية بل على النقيض من ذلك تماما فهم يجرحون كل الصحابة الذين قبلوا التحكيم وعلى رأسهم علي بن طالب فكيف يكونون شيعة؟,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان تبعد نفسها عن صرعات الخليج وحساباته السياسية وأبعد ما تكون عن الطائفية وكانت تكون أفضل الدول العربية لو أنها لم تعترف للأسف  بالكيان الصهيوني المجرم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
سلطنة الغلمان تتحدى المسلمين  وتستقبل  سارق القدس بكل وقاحة  وبوجه مكشوف  أمام العالم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
‏لا يشتري القدسَ مَن باعَ العراقَ ولا ... <br />يبكي لصنعاءَ مَن لم تُبكِهِ حلَبُ .<br /><br />أنس الدغيم,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
سلطنة عمان لديها علاقات قديمه مع جمع دول العالم ولا تعادي احد ودوله مسالمه,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
عمان ليست لغز جلالة السلطان قابوس وجلالة الملك حسين والشيخ حمد بن خليفة . يشتركون في عمل واحد اوصلهم الى الحكم .,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
انا اشوف انه صادق بكل شي يقوله عن عمان طبعن حكومه وليس شعب  دائمن مواقفها ضد الخليج والسعوديه شكل الضغط الايراني رهيب,3,د.عبدالله النفيسي : عمان لغز لابد من وضع المجهر عليها - حراك
